argument_text,average_strength,argument_id,argument_itself,text,label,mace_label_1,mace_prob_1,mace_label_2,mace_prob_2,mace_label_3,mace_prob_3
"i believe a God does exist. i do not have the proof to convince the whole world, but i have enough to convince myself, which suits me just fine.",1.5,arg125163,"i do not have the proof to convince the whole world, but i have enough to convince myself, which suits me just fine.","i believe a God does exist. i do not have the proof to convince the whole world, but i have enough to convince myself, which suits me just fine.",1,moderate,0.845574680273075,strong,0.0817363623478572,weak,0.0726889573790679
"if you eat junk food at school, then you can't really control yourself as much as when you're at home because then no one is really watching you at school.",2.0,arg185416,"if you eat junk food at school, then you can't really control yourself as much as when you're at home because then no one is really watching you at school.","if you eat junk food at school, then you can't really control yourself as much as when you're at home because then no one is really watching you at school.",2,moderate,0.845574680273075,strong,0.0817363623478572,weak,0.0726889573790679
Tanks would be too slow to run away from kamakazi zombies,3.0,arg239501,Tanks would be too slow to run away from kamakazi zombies,Tanks would be too slow to run away from kamakazi zombies,3,moderate,0.845574680273075,strong,0.0817363623478572,weak,0.0726889573790679
"❐ God don't have mother or brothers, but Jesus do ➭Your mother and brothers are standing outside, wanting to speak to you. [Matthew 12:47]",2.0,arg245704," God don't have mother or brothers, but Jesus do ","❐ God don't have mother or brothers, but Jesus do ➭Your mother and brothers are standing outside, wanting to speak to you. [Matthew 12:47]",2,moderate,0.845574680273075,strong,0.0817363623478572,weak,0.0726889573790679
that children are just to fat and its their own fault and their parents are fat to so its genically,2.0,arg321647,that children are just to fat and its their own fault and their parents are fat to so its genically,that children are just to fat and its their own fault and their parents are fat to so its genically,2,moderate,0.845574680273075,strong,0.0817363623478572,weak,0.0726889573790679
After a spanking I made sure I never did it again to avoid being punished because the second time is always worst because you were told not to already.,2.0,arg334938,After a spanking I made sure I never did it again to avoid being punished ,After a spanking I made sure I never did it again to avoid being punished because the second time is always worst because you were told not to already.,2,moderate,0.845574680273075,strong,0.0817363623478572,weak,0.0726889573790679
"I say lousy, if by lousy you mean unemployed, distant, detached, overworked, unavailable, lazy, unintelligent, boring, uneducated, and other non-criminal versions of a bad dad. However, if pops is a drug dealer, murderer, rapist, etc... Be satisfied with being alive and not knowing the sperm donor.",2.5,arg35750,"However, if pops is a drug dealer, murderer, rapist, etc... Be satisfied with being alive and not knowing the sperm donor.","I say lousy, if by lousy you mean unemployed, distant, detached, overworked, unavailable, lazy, unintelligent, boring, uneducated, and other non-criminal versions of a bad dad. However, if pops is a drug dealer, murderer, rapist, etc... Be satisfied with being alive and not knowing the sperm donor.",3,moderate,0.845574680273075,strong,0.0817363623478572,weak,0.0726889573790679
i agree that animal testing should be banned!!!!!!!!!!!!!!!!!!!!,1.0,arg38276, animal testing should be banned,i agree that animal testing should be banned!!!!!!!!!!!!!!!!!!!!,1,moderate,0.845574680273075,strong,0.0817363623478572,weak,0.0726889573790679
"Creationism is NOT science. Therefore, unless extra time can be found (afterschool clubs anyone?), it should not be taught alongside evolution. Besides, it is not a choice of creationism/evolution. There is NO evidence supporting creationism.",2.5,arg384889,"Creationism is NOT science. Therefore, unless extra time can be found (afterschool clubs anyone?), it should not be taught alongside evolution. Besides, it is not a choice of creationism/evolution. There is NO evidence supporting creationism.","Creationism is NOT science. Therefore, unless extra time can be found (afterschool clubs anyone?), it should not be taught alongside evolution. Besides, it is not a choice of creationism/evolution. There is NO evidence supporting creationism.",3,moderate,0.845574680273075,strong,0.0817363623478572,weak,0.0726889573790679
"It doesn't really matter if it's considered a sin by you people, the Bible is clear it is a sin, therefore this debate is pointless...",2.33,arg422432,the Bible is clear it is a sin,"It doesn't really matter if it's considered a sin by you people, the Bible is clear it is a sin, therefore this debate is pointless...",2,moderate,0.845574680273075,strong,0.0817363623478572,weak,0.0726889573790679
they waste half of their time doing beauty things....... they better go outside and play or sit and study that will be better and much helpful for their future and the make which they apply is very harmful and not good for the skin and their face gets destroyed in the age of 8 or 9.,2.67,arg481354,they waste half of their time doing beauty things....,they waste half of their time doing beauty things....... they better go outside and play or sit and study that will be better and much helpful for their future and the make which they apply is very harmful and not good for the skin and their face gets destroyed in the age of 8 or 9.,3,moderate,0.845574680273075,strong,0.0817363623478572,weak,0.0726889573790679
You have to be delusional to believe in a god.,1.5,arg537986,You have to be delusional to believe in a god.,You have to be delusional to believe in a god.,1,moderate,0.845574680273075,strong,0.0817363623478572,weak,0.0726889573790679
People who say 9/11 was an inside job do not understand the reality of Jihad.,2.0,arg5770,People who say 9/11 was an inside job do not understand the reality of Jihad.,People who say 9/11 was an inside job do not understand the reality of Jihad.,2,moderate,0.845574680273075,strong,0.0817363623478572,weak,0.0726889573790679
"America tried to be peaceful and buy the land they wanted but Mexico refused. They're was no one to claim whose land it was so really they didn't have right to start shooting at us because they thought it was their land. We thought it was are land and even offered PAY for it because our people wanted to move outward and our government supported it,",2.0,arg591666,"They're was no one to claim whose land it was so really they didn't have right to start shooting at us because they thought it was their land. We thought it was are land and even offered PAY for it because our people wanted to move outward and our government supported it,","America tried to be peaceful and buy the land they wanted but Mexico refused. They're was no one to claim whose land it was so really they didn't have right to start shooting at us because they thought it was their land. We thought it was are land and even offered PAY for it because our people wanted to move outward and our government supported it,",2,moderate,0.845574680273075,strong,0.0817363623478572,weak,0.0726889573790679
Guns will always be dangerous. The responsiblity of the person holding it is what really concludes that answer.,1.9402702702702703,arg597837,Guns will always be dangerous. The responsiblity of the person holding it is what really concludes that answer.,Guns will always be dangerous. The responsiblity of the person holding it is what really concludes that answer.,2,moderate,0.845574680273075,strong,0.0817363623478572,weak,0.0726889573790679
State lotteries give the State much needed revenue. It is legalized gambling but produces good results for all residents of that State.,2.0477777777777777,arg637894,State lotteries give the State much needed revenue. It is legalized gambling but produces good results for all residents of that State.,State lotteries give the State much needed revenue. It is legalized gambling but produces good results for all residents of that State.,2,moderate,0.845574680273075,strong,0.0817363623478572,weak,0.0726889573790679
"I honestly don't understand why Quebec wants to leave. I mean if you think about it, Quebec is the one that made all the laws saying that if the French were a certain religion that they couldn't apply for government jobs. Although at the same time I kind of get why Quebec wants to leave, but I still don't want Quebec to secede.",2.33,arg747490,Quebec is the one that made all the laws saying that if the French were a certain religion that they couldn't apply for government jobs. ,"I honestly don't understand why Quebec wants to leave. I mean if you think about it, Quebec is the one that made all the laws saying that if the French were a certain religion that they couldn't apply for government jobs. Although at the same time I kind of get why Quebec wants to leave, but I still don't want Quebec to secede.",2,moderate,0.845574680273075,strong,0.0817363623478572,weak,0.0726889573790679
Its not ridiculous because the teams pay the athletes according to how much money they bring the team.,2.33,arg95072,Its not ridiculous because the teams pay the athletes according to how much money they bring the team.,Its not ridiculous because the teams pay the athletes according to how much money they bring the team.,2,moderate,0.845574680273075,strong,0.0817363623478572,weak,0.0726889573790679
There shouldn't be something like abortion. It's like murdering someone. If they don't want a baby they should have prevented while the intercourse.,3.0,arg142134,There shouldn't be something like abortion. It's like murdering someone.,There shouldn't be something like abortion. It's like murdering someone. If they don't want a baby they should have prevented while the intercourse.,3,weak,0.841901144805227,moderate,0.0790494275973865,strong,0.0790494275973865
xbox was better when it cheaper but when the price drop happened ps3 became way better and you get the ps3 network for free where you pay for xboxz,2.0,arg107075,xbox was better when it cheaper but when the price drop happened ps3 became way better and you get the ps3 network for free where you pay for xboxz,xbox was better when it cheaper but when the price drop happened ps3 became way better and you get the ps3 network for free where you pay for xboxz,2,weak,0.836818751664723,strong,0.0845119026602364,moderate,0.0786693456750409
Yes because he has spoken to me.,1.5,arg2103,he has spoken to me.,Yes because he has spoken to me.,1,weak,0.828493436975333,strong,0.0907773583063246,moderate,0.0807292047183426
"Why would I be proud of something that I was born into by random luck. Whether or not America is great, I didn't do anything to earn being an American, so I have nothing to be proud of.",1.5,arg827673,"I didn't do anything to earn being an American, so I have nothing to be proud of","Why would I be proud of something that I was born into by random luck. Whether or not America is great, I didn't do anything to earn being an American, so I have nothing to be proud of.",1,weak,0.828493436975333,strong,0.0907773583063246,moderate,0.0807292047183426
yeah i do think that its so overboard but it gets girls to be more skilled with being neat and tidy and having confidence to get out there and try their hardest.,2.525,arg123735,its so overboard but it gets girls to be more skilled with being neat and tidy and having confidence to get out there and try their hardest.,yeah i do think that its so overboard but it gets girls to be more skilled with being neat and tidy and having confidence to get out there and try their hardest.,3,weak,0.826630701605925,moderate,0.0866846491970377,strong,0.0866846491970377
girls are so much better than boys because weactually care how we look guys dont really care,1.5,arg137858,weactually care how we look guys dont really care,girls are so much better than boys because weactually care how we look guys dont really care,1,weak,0.824568932422247,moderate,0.0877155337888763,strong,0.0877155337888763
i think so... how are we here if he didnt? he would have just killed us all off....,1.2107228915662651,arg12835,i think so... how are we here if he didnt? he would have just killed us all off....,i think so... how are we here if he didnt? he would have just killed us all off....,1,moderate,0.82416134774556,weak,0.0879193261272202,strong,0.0879193261272202
You dont get a trophy in real life if you file a paper or do your job (unless you are an athlete) so why should children at sports events?!?!,1.5,arg137383,You dont get a trophy in real life if you file a paper or do your job (unless you are an athlete) so why should children at sports events?!?!,You dont get a trophy in real life if you file a paper or do your job (unless you are an athlete) so why should children at sports events?!?!,1,moderate,0.82416134774556,weak,0.0879193261272202,strong,0.0879193261272202
"""""Is Justin Bieber the worst hip hop star of all time?""""Yes, if you want to insult him add me on facebook; Justin Fieber.",1.0,arg147500,if you want to insult him add me on facebook; ,"""""Is Justin Bieber the worst hip hop star of all time?""""Yes, if you want to insult him add me on facebook; Justin Fieber.",1,moderate,0.82416134774556,weak,0.0879193261272202,strong,0.0879193261272202
Michael Jackson i s better he is a better singer. He the king of Pop,2.0,arg71428,Michael Jackson i s better he is a better singer. He the king of Pop,Michael Jackson i s better he is a better singer. He the king of Pop,2,moderate,0.82416134774556,weak,0.0879193261272202,strong,0.0879193261272202
lil wayne because he been rapper and his lyrics be out cold,1.67,arg71443,lil wayne because he been rapper and his lyrics be out cold,lil wayne because he been rapper and his lyrics be out cold,2,moderate,0.82416134774556,weak,0.0879193261272202,strong,0.0879193261272202
The jews should get the land because it was given to them by the united nations then they took over the other land that the Palestine want back.,1.3646835443037977,arg814055,The jews should get the land because it was given to them by the united nations,The jews should get the land because it was given to them by the united nations then they took over the other land that the Palestine want back.,1,moderate,0.82416134774556,weak,0.0879193261272202,strong,0.0879193261272202
https://www.youtube.com/watch?v=J_Y-4ox28uY,1.0,arg817738,https://www.youtube.com/watch?v=J_Y-4ox28uY,https://www.youtube.com/watch?v=J_Y-4ox28uY,1,moderate,0.82416134774556,weak,0.0879193261272202,strong,0.0879193261272202
"it would be if the all the christians werent such hypocrites...i cant stand stupidity, therefore its very hard to like christians/christianity",2.33,arg345350,it would be if the all the christians werent such hypocrites,"it would be if the all the christians werent such hypocrites...i cant stand stupidity, therefore its very hard to like christians/christianity",2,weak,0.821192994835306,strong,0.0946414369762729,moderate,0.0841655681884207
minecraft is not realistic with all those poor pixalated graphics which you cant compare to roblox because it is clear. looks like someonew did not check out roblox yetYah Fools,2.3190000000000004,arg407933,minecraft is not realistic with all those poor pixalated graphics which you cant compare to roblox because it is clear. ,minecraft is not realistic with all those poor pixalated graphics which you cant compare to roblox because it is clear. looks like someonew did not check out roblox yetYah Fools,2,weak,0.819320089898814,moderate,0.0903399550505929,strong,0.0903399550505929
I say no because they made him up as a lazy excuse for how everything was made because back then they didn't know about what was going on in space. But today people can make a better guess on how the earth and us where made.,2.0,arg31918,they made him up as a lazy excuse for how everything was made because back then they didn't know about what was going on in space. But today people can make a better guess on how the earth and us where made.,I say no because they made him up as a lazy excuse for how everything was made because back then they didn't know about what was going on in space. But today people can make a better guess on how the earth and us where made.,2,moderate,0.817036535880888,weak,0.0914817320595558,strong,0.0914817320595558
"Do not go the long way just use a fake one. You can ""reuse"" the tree. SAVE MONEY!",2.67,arg289737,"You can ""reuse"" the tree. SAVE MONEY!","Do not go the long way just use a fake one. You can ""reuse"" the tree. SAVE MONEY!",3,strong,0.816866583878819,moderate,0.0915667080605905,weak,0.0915667080605905
NO. What two people do in private is none of our effin business.,2.0,arg3262,What two people do in private is none of our effin business.,NO. What two people do in private is none of our effin business.,2,strong,0.816866583878819,moderate,0.0915667080605905,weak,0.0915667080605905
"IF evolution is right,there will be less and less species due to the extinction of the 'filtered out' ones in the Natural Selection.And the remaining species will be fighting for their flesh.The last species will fight themselves and when the fighting ended,one of the last species will die of hunger.So,evolution=extinct.",1.666030534351145,arg578169,"IF evolution is right,there will be less and less species due to the extinction of the 'filtered out' ones in the Natural Selection","IF evolution is right,there will be less and less species due to the extinction of the 'filtered out' ones in the Natural Selection.And the remaining species will be fighting for their flesh.The last species will fight themselves and when the fighting ended,one of the last species will die of hunger.So,evolution=extinct.",1,strong,0.816866583878819,moderate,0.0915667080605905,weak,0.0915667080605905
"Evolution is proven every year in fact. The influenza virus, it evolves every year and needs new vaccines, people aren't given the same flu vaccine every year, it's needed re-tailoring to fit the existing virus.",2.67,arg131731,Evolution is proven every year in fact.,"Evolution is proven every year in fact. The influenza virus, it evolves every year and needs new vaccines, people aren't given the same flu vaccine every year, it's needed re-tailoring to fit the existing virus.",3,moderate,0.815240102543611,strong,0.0977922658832954,weak,0.0869676315730936
"Looking from the perspective of the economy, I think if we were to scrap uniforms there would be a huge loss of job and would severely effect the economy.",2.3240000000000003,arg185214, I think if we were to scrap uniforms there would be a huge loss of job and would severely effect the economy.,"Looking from the perspective of the economy, I think if we were to scrap uniforms there would be a huge loss of job and would severely effect the economy.",2,moderate,0.815240102543611,strong,0.0977922658832954,weak,0.0869676315730936
Thin people shouln't have to suffer because of what obese people did to their bodies,2.0,arg345579,Thin people shouln't have to suffer because of what obese people did to their bodies,Thin people shouln't have to suffer because of what obese people did to their bodies,2,moderate,0.815240102543611,strong,0.0977922658832954,weak,0.0869676315730936
"I feel like it's better to have a lousy father than to not have one at all. If someone is bad at something, it means that there's always a possibility that one day they may be good at it. To be fatherless, there's not even a chance of having a good father. So to have a lousy father would be better.",1.9506629834254143,arg35747," If someone is bad at something, it means that there's always a possibility that one day they may be good at it. To be fatherless, there's not even a chance of having a good father.","I feel like it's better to have a lousy father than to not have one at all. If someone is bad at something, it means that there's always a possibility that one day they may be good at it. To be fatherless, there's not even a chance of having a good father. So to have a lousy father would be better.",2,moderate,0.815240102543611,strong,0.0977922658832954,weak,0.0869676315730936
Anyone under the age of 18 is a minor so they are not mature to vote. Minors are a protected class.,2.5,arg634066,Anyone under the age of 18 is a minor so they are not mature to vote. Minors are a protected class.,Anyone under the age of 18 is a minor so they are not mature to vote. Minors are a protected class.,3,moderate,0.815240102543611,strong,0.0977922658832954,weak,0.0869676315730936
"I don't have faith in science, science is based on evidence. Faith is belief in something without the support of evidence. I believe what science says because of the lack of faith that's required",1.913692307692308,arg30561,"I don't have faith in science, science is based on evidence. Faith is belief in something without the support of evidence. I believe what science says because of the lack of faith that's required","I don't have faith in science, science is based on evidence. Faith is belief in something without the support of evidence. I believe what science says because of the lack of faith that's required",2,strong,0.814095688749957,moderate,0.0929521556250216,weak,0.0929521556250216
Well! Education is the basis of absorption of knowledge.Next coming to management education it is the moral development of all learners where as technical education is job oriented......,1.1246666666666667,arg930776,Education is the basis of absorption of knowledge.Next coming to management education it is the moral development of all learners where as technical education is job oriented......,Well! Education is the basis of absorption of knowledge.Next coming to management education it is the moral development of all learners where as technical education is job oriented......,1,moderate,0.807838093387522,strong,0.10171010334385,weak,0.0904518032686283
abortions should not take place - a child can be aborted for up to 24 weeks old - a baby can be born then - so that is killing a living baby and is very wrong.,2.5,arg146883,a child can be aborted for up to 24 weeks old - a baby can be born then - so that is killing a living baby and is very wrong.,abortions should not take place - a child can be aborted for up to 24 weeks old - a baby can be born then - so that is killing a living baby and is very wrong.,3,strong,0.803329185774232,moderate,0.098335407112884,weak,0.098335407112884
"No, his teachings have too many paradoxes on war and the treatment of non believers.",2.33,arg519234,"No, his teachings have too many paradoxes on war and the treatment of non believers.","No, his teachings have too many paradoxes on war and the treatment of non believers.",2,weak,0.802833388757665,strong,0.106436850017327,moderate,0.0907297612250082
"I think the government should be able to secretly monitor suspicious individuals. It is just for the safety of others and who knows these suspicious individuals could be planning to kill someone, they can prevent that. Also, what is there to hide? You shouldn't be worried about the government watching you if you didn't do anything wrong.",2.33,arg40365,"It is just for the safety of others and who knows these suspicious individuals could be planning to kill someone, they can prevent that. ","I think the government should be able to secretly monitor suspicious individuals. It is just for the safety of others and who knows these suspicious individuals could be planning to kill someone, they can prevent that. Also, what is there to hide? You shouldn't be worried about the government watching you if you didn't do anything wrong.",2,strong,0.800728284588746,moderate,0.148052461568458,weak,0.0512192538427963
Being healthy and not being healthy.Being healthy would be the side i would pick all people would need exercise to be healthy and its great for your brain and and can exercise and being healthy causes great learning skill and you can get to more things with a fit body,3.0,arg901416,Being healthy would be the side i would pick all people would need exercise to be healthy and its great for your brain,Being healthy and not being healthy.Being healthy would be the side i would pick all people would need exercise to be healthy and its great for your brain and and can exercise and being healthy causes great learning skill and you can get to more things with a fit body,3,weak,0.798644175539812,moderate,0.100677912230094,strong,0.100677912230094
"Pretzels. I would, in fact, actually like to be eating one of those giant soft pretzels covered in nacho cheese right now.",2.0,arg324847,"Pretzels. I would, in fact, actually like to be eating one of those giant soft pretzels covered in nacho cheese right now.","Pretzels. I would, in fact, actually like to be eating one of those giant soft pretzels covered in nacho cheese right now.",2,weak,0.798489837926203,strong,0.100851705803181,moderate,0.100658456270616
How are we supposed to curb childhood obesity if we don't start at a young age?,2.0,arg213068,How are we supposed to curb childhood obesity if we don't start at a young age?,How are we supposed to curb childhood obesity if we don't start at a young age?,2,strong,0.798435653341951,moderate,0.100782173329025,weak,0.100782173329025
The government does not have the right to do that .,1.33,arg223201,The government does not have the right to do that .,The government does not have the right to do that .,1,strong,0.798435653341951,moderate,0.100782173329025,weak,0.100782173329025
"The government should not be allowed to play god and decide who lives and who dies; it's not right because how is that ethical? Lethally inject a man or woman because they made a mistake? It's not right for men to murder, to rape, to cheat, and if the government kills them, they're no better than the very same people they're trying to get rid of.",2.5373563218390807,arg289523,"The government should not be allowed to play god and decide who lives and who dies; it's not right because how is that ethical? Lethally inject a man or woman because they made a mistake? It's not right for men to murder, to rape, to cheat, and if the government kills them, they're no better than the very same people they're trying to get rid of.","The government should not be allowed to play god and decide who lives and who dies; it's not right because how is that ethical? Lethally inject a man or woman because they made a mistake? It's not right for men to murder, to rape, to cheat, and if the government kills them, they're no better than the very same people they're trying to get rid of.",3,strong,0.798435653341951,moderate,0.100782173329025,weak,0.100782173329025
"It's 2013! Capitol punishment is a relic of the past. Besides, if someone raped and killed my daughter, I'd prefer they suffered the rest of their life in jail being man-raped by a bunch of rednecks and neo-nazi's than just be given the easy way out.",1.5,arg329753," if someone raped and killed my daughter, I'd prefer they suffered the rest of their life in jail being man-raped by a bunch of rednecks and neo-nazi's than just be given the easy way out.","It's 2013! Capitol punishment is a relic of the past. Besides, if someone raped and killed my daughter, I'd prefer they suffered the rest of their life in jail being man-raped by a bunch of rednecks and neo-nazi's than just be given the easy way out.",1,strong,0.798435653341951,moderate,0.100782173329025,weak,0.100782173329025
"""According to University of Oslo zoologist Petter Böckman, about 1,500 animal species are known to practice same-sex coupling, including bears, gorillas, flamingos, owls, salmon and many others.""",1.0,arg6539,"""According to University of Oslo zoologist Petter Böckman, about 1,500 animal species are known to practice same-sex coupling, including bears, gorillas, flamingos, owls, salmon and many others.""","""According to University of Oslo zoologist Petter Böckman, about 1,500 animal species are known to practice same-sex coupling, including bears, gorillas, flamingos, owls, salmon and many others.""",1,strong,0.798435653341951,moderate,0.100782173329025,weak,0.100782173329025
vista is far better it is really fast and it's really sexy!,2.5,arg77681,vista is far better it is really fast and it's really sexy!,vista is far better it is really fast and it's really sexy!,3,strong,0.798435653341951,moderate,0.100782173329025,weak,0.100782173329025
even if north korea gets support from china or whatever u.s gets europe... so usa has better chance...,2.5,arg414839,even if north korea gets support from china or whatever u.s gets europe... so usa has better chance...,even if north korea gets support from china or whatever u.s gets europe... so usa has better chance...,3,moderate,0.797557133442964,strong,0.109285141581732,weak,0.0931577249753034
Being a vegetarian is a healthy choice. Eating the vegetables that you like will help you overcome your hunger.,1.901891891891892,arg646330,Being a vegetarian is a healthy choice. Eating the vegetables that you like will help you overcome your hunger.,Being a vegetarian is a healthy choice. Eating the vegetables that you like will help you overcome your hunger.,2,weak,0.795234701168821,moderate,0.106003847983915,strong,0.0987614508472638
"Hillary lied about only using one device for her emails, texting.",2.0,arg750782,"Hillary lied about only using one device for her emails, texting","Hillary lied about only using one device for her emails, texting.",2,weak,0.795234701168821,moderate,0.106003847983915,strong,0.0987614508472638
"It kind of does, because if you don't know history than you are ignorant. You might also sound stupid when you are having a conversation and it involves a historical event.",1.5,arg7910,if you don't know history than you are ignorant. You might also sound stupid when you are having a conversation and it involves a historical event.,"It kind of does, because if you don't know history than you are ignorant. You might also sound stupid when you are having a conversation and it involves a historical event.",1,weak,0.795234701168821,moderate,0.106003847983915,strong,0.0987614508472638
"Money cant buy happiness, if it ever so, then India would have attained freedom years ago compared to the fact that the country has rich wealth and heritage. we could have bought freedom thus leading to happiness.",2.5,arg919620,then India would have attained freedom years ago compared to the fact that the country has rich wealth and heritage. we could have bought freedom thus leading to happiness,"Money cant buy happiness, if it ever so, then India would have attained freedom years ago compared to the fact that the country has rich wealth and heritage. we could have bought freedom thus leading to happiness.",3,weak,0.795234701168821,moderate,0.106003847983915,strong,0.0987614508472638
"It is in the mind of the beholder. If a believer believes that God exists, nothing can take his Faith away.",2.0,arg643789,"It is in the mind of the beholder. If a believer believes that God exists, nothing can take his Faith away.","It is in the mind of the beholder. If a believer believes that God exists, nothing can take his Faith away.",2,weak,0.792553626985324,strong,0.107536241645674,moderate,0.0999101313690022
"I think the provisional Government they have on the land itself is illegal. This is because the land is owned by the Canadians, and its like I go to my neighbors house, and make it into a shop",2.5,arg538964,"I think the provisional Government they have on the land itself is illegal. This is because the land is owned by the Canadians, and its like I go to my neighbors house, and make it into a shop","I think the provisional Government they have on the land itself is illegal. This is because the land is owned by the Canadians, and its like I go to my neighbors house, and make it into a shop",3,weak,0.791238800348844,strong,0.110496006024361,moderate,0.0982651936267946
"Israel is just trying to survive. Palestinians parade the streets singing ""Death to Israel""",2.0,arg143209," Palestinians parade the streets singing ""Death to Israel""","Israel is just trying to survive. Palestinians parade the streets singing ""Death to Israel""",2,strong,0.790193185664529,moderate,0.104903407167735,weak,0.104903407167735
i honestly dont get why everyone's crazy about justin bieber..post a youtube video and walla you're a superstar well that's kinda ironic so..but no offense jb fans har har,2.0,arg147496,post a youtube video and walla you're a superstar well that's kinda ironic,i honestly dont get why everyone's crazy about justin bieber..post a youtube video and walla you're a superstar well that's kinda ironic so..but no offense jb fans har har,2,strong,0.790193185664529,moderate,0.104903407167735,weak,0.104903407167735
have any of you actually SEEN Bowling for Columbine???????,1.1358823529411766,arg202664,have any of you actually SEEN Bowling for Columbine,have any of you actually SEEN Bowling for Columbine???????,1,strong,0.790193185664529,moderate,0.104903407167735,weak,0.104903407167735
"❐ God don't cry, but Jesus did  Jesus cried [John 11:35]",2.5,arg245707,"God don't cry, but Jesus did  Jesus cried","❐ God don't cry, but Jesus did  Jesus cried [John 11:35]",3,strong,0.790193185664529,moderate,0.104903407167735,weak,0.104903407167735
"Why kill someone for doing wrong. If they killed someone, killing them won't bring the deceased back to life. It won't make everything better. You're just sinking to as low/lower than them. If you're innocent, and you are on death row for 10, 20, maybe even 50 years, i cannot think of any worse mental torturer.",2.2759856630824373,arg253323," If they killed someone, killing them won't bring the deceased back to life. It won't make everything better. You're just sinking to as low/lower than them. If you're innocent, and you are on death row for 10, 20, maybe even 50 years, i cannot think of any worse mental torturer.","Why kill someone for doing wrong. If they killed someone, killing them won't bring the deceased back to life. It won't make everything better. You're just sinking to as low/lower than them. If you're innocent, and you are on death row for 10, 20, maybe even 50 years, i cannot think of any worse mental torturer.",2,strong,0.790193185664529,moderate,0.104903407167735,weak,0.104903407167735
"I would definately turned them in even if it hurst me. Any person that commits a murder should not get away with it because if they did it once they can do it again so it dangerous to have them out in the enviroment. Also, if i dont turn her in how do i know that later on in life i might be a victim.",2.5,arg33311,"I would definately turned them in even if it hurst me. Any person that commits a murder should not get away with it because if they did it once they can do it again so it dangerous to have them out in the enviroment. Also, if i dont turn her in how do i know that later on in life i might be a victim.","I would definately turned them in even if it hurst me. Any person that commits a murder should not get away with it because if they did it once they can do it again so it dangerous to have them out in the enviroment. Also, if i dont turn her in how do i know that later on in life i might be a victim.",3,strong,0.790193185664529,moderate,0.104903407167735,weak,0.104903407167735
you can get the “Foxtel Go” app on your Ipad so you can watch TV where ever and whenever you want.,1.5,arg399268,you can get the “Foxtel Go” app on your Ipad so you can watch TV where ever and whenever you want,you can get the “Foxtel Go” app on your Ipad so you can watch TV where ever and whenever you want.,1,strong,0.790193185664529,moderate,0.104903407167735,weak,0.104903407167735
Bender because he is funny and has arms that can strech sorry if I can not spell I blame the key bord.,1.5,arg508210,he is funny and has arms that can strech,Bender because he is funny and has arms that can strech sorry if I can not spell I blame the key bord.,1,strong,0.790193185664529,moderate,0.104903407167735,weak,0.104903407167735
Technology makes our lives easier and advanced technology should be encouraged.,2.5,arg632430,Technology makes our lives easier and advanced technology should be encouraged.,Technology makes our lives easier and advanced technology should be encouraged.,3,strong,0.790193185664529,moderate,0.104903407167735,weak,0.104903407167735
"I disagree with the proposition, in that I disagree that worthiness to breed should be predicated solely upon intelligence. Nor do I believe anyone or any social construct such as government should have the authority to prevent reproduction.",1.5,arg689780, I disagree that worthiness to breed should be predicated solely upon intelligence. Nor do I believe anyone or any social construct such as government should have the authority to prevent reproduction.,"I disagree with the proposition, in that I disagree that worthiness to breed should be predicated solely upon intelligence. Nor do I believe anyone or any social construct such as government should have the authority to prevent reproduction.",1,strong,0.790193185664529,moderate,0.104903407167735,weak,0.104903407167735
do not eat meet it's not good for health and not good for body,1.2501612903225807,arg89774,do not eat meet it's not good for health and not good for body,do not eat meet it's not good for health and not good for body,1,strong,0.790193185664529,moderate,0.104903407167735,weak,0.104903407167735
"Sorry, if you are over 4 you shouldn't believe myths........................................",1.5,arg552356, if you are over 4 you shouldn't believe myths..,"Sorry, if you are over 4 you shouldn't believe myths........................................",1,strong,0.789365835382271,moderate,0.105317082308864,weak,0.105317082308864
"If science and religion can co-exist, then yes, they science and morality can co-exits.",1.5,arg881532,"If science and religion can co-exist, then yes, they science and morality can co-exits.","If science and religion can co-exist, then yes, they science and morality can co-exits.",1,strong,0.789365835382271,moderate,0.105317082308864,weak,0.105317082308864
"Student victimization is likely to be lowered and fights and gang activity should be decreased, as there is less competition in regard to wearing the most fashionable clothing.",2.32403409090909,arg198325,"Student victimization is likely to be lowered and fights and gang activity should be decreased, as there is less competition in regard to wearing the most fashionable clothing.","Student victimization is likely to be lowered and fights and gang activity should be decreased, as there is less competition in regard to wearing the most fashionable clothing.",2,moderate,0.789064565348523,weak,0.105467717325739,strong,0.105467717325739
The more u guys post against the motion it becomes more clear that you are having emotions. The emotions of being happy for being on the winning side.,2.0,arg264499,The more u guys post against the motion it becomes more clear that you are having emotions.,The more u guys post against the motion it becomes more clear that you are having emotions. The emotions of being happy for being on the winning side.,2,moderate,0.789064565348523,weak,0.105467717325739,strong,0.105467717325739
Then everyone would have HIV,1.0,arg344049,Then everyone would have HIV,Then everyone would have HIV,1,moderate,0.789064565348523,weak,0.105467717325739,strong,0.105467717325739
"Hillary lied about being a moderate, then lied about being a progressive.",2.5,arg750779,"Hillary lied about being a moderate, then lied about being a progressive.","Hillary lied about being a moderate, then lied about being a progressive.",3,moderate,0.789064565348523,weak,0.105467717325739,strong,0.105467717325739
